pr_gene_id	pr_gene_symbol	pr_gene_title	pr_is_lm	pr_is_bing
23609	MKRN2	makorin ring finger protein 2	0	1
29099	COMMD9	COMM domain containing 9	0	1
55706	NDC1	NDC1 transmembrane nucleoporin	0	1
51647	FAM96B	family with sequence similarity 96 member B	0	1
8086	AAAS	aladin WD repeat nucleoporin	0	1
55114	ARHGAP17	Rho GTPase activating protein 17	0	1
51304	ZDHHC3	zinc finger, DHHC-type containing 3	0	1
79893	GGNBP2	gametogenetin binding protein 2	0	1
11124	FAF1	Fas associated factor 1	0	1
7342	UBP1	upstream binding protein 1 (LBP-1a)	0	1
80142	PTGES2	prostaglandin E synthase 2	0	1
53827	FXYD5	FXYD domain containing ion transport regulator 5	0	1
56654	NPDC1	neural proliferation, differentiation and control, 1	1	1
10580	SORBS1	sorbin and SH3 domain containing 1	0	1
64121	RRAGC	Ras-related GTP binding C	0	1
25980	AAR2	AAR2 splicing factor homolog	0	1
55717	WDR11	WD repeat domain 11	0	1
3267	AGFG1	ArfGAP with FG repeats 1	0	1
55608	ANKRD10	ankyrin repeat domain 10	1	1
55858	TMEM165	transmembrane protein 165	0	1
55326	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	0	1
79004	CUEDC2	CUE domain containing 2	0	1
10564	ARFGEF2	ADP ribosylation factor guanine nucleotide exchange factor 2	0	1
55852	TEX2	testis expressed 2	0	1
55081	IFT57	intraflagellar transport 57	0	1
51071	DERA	deoxyribose-phosphate aldolase (putative)	1	1
117246	FTSJ3	FtsJ homolog 3 (E. coli)	0	1
54881	TEX10	testis expressed 10	1	1
51073	MRPL4	mitochondrial ribosomal protein L4	0	1
55173	MRPS10	mitochondrial ribosomal protein S10	0	1
80232	WDR26	WD repeat domain 26	0	1
55148	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative)	1	1
64747	MFSD1	major facilitator superfamily domain containing 1	0	1
56949	XAB2	XPA binding protein 2	0	1
55907	CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase	0	1
65993	MRPS34	mitochondrial ribosomal protein S34	0	1
23670	TMEM2	transmembrane protein 2	1	1
55723	ASF1B	anti-silencing function 1B histone chaperone	0	1
51759	C9orf78	chromosome 9 open reading frame 78	0	1
9978	RBX1	ring-box 1, E3 ubiquitin protein ligase	0	1
100287932	TIMM23	translocase of inner mitochondrial membrane 23 homolog (yeast)	0	1
3163	HMOX2	heme oxygenase 2	0	1
59343	SENP2	SUMO1/sentrin/SMT3 specific peptidase 2	0	0
56683	C21orf59	chromosome 21 open reading frame 59	0	0
54884	RETSAT	retinol saturase (all-trans-retinol 13,14-reductase)	0	1
55246	CCDC25	coiled-coil domain containing 25	0	1
55177	RMDN3	regulator of microtubule dynamics 3	0	1
4801	NFYB	nuclear transcription factor Y subunit beta	0	1
79415	C17orf62	chromosome 17 open reading frame 62	0	1
54815	GATAD2A	GATA zinc finger domain containing 2A	0	1
79042	TSEN34	tRNA splicing endonuclease subunit 34	0	1
60491	NIF3L1	NGG1 interacting factor 3 like 1	0	1
55696	RBM22	RNA binding motif protein 22	0	1
51290	ERGIC2	ERGIC and golgi 2	0	1
51312	SLC25A37	solute carrier family 25 (mitochondrial iron transporter), member 37	0	1
60682	SMAP1	small ArfGAP 1	0	1
8195	MKKS	McKusick-Kaufman syndrome	0	1
55745	AP5M1	adaptor related protein complex 5 mu 1 subunit	0	1
58477	SRPRB	SRP receptor beta subunit	0	1
63893	UBE2O	ubiquitin conjugating enzyme E2O	0	1
51185	CRBN	cereblon	0	1
10066	SCAMP2	secretory carrier membrane protein 2	0	1
64423	INF2	inverted formin, FH2 and WH2 domain containing	0	1
57761	TRIB3	tribbles pseudokinase 3	1	1
55830	GLT8D1	glycosyltransferase 8 domain containing 1	0	1
80152	CENPT	centromere protein T	0	1
55893	ZNF395	zinc finger protein 395	1	1
26225	ARL5A	ADP ribosylation factor like GTPase 5A	0	1
79581	SLC52A2	solute carrier family 52 (riboflavin transporter), member 2	0	1
10363	HMG20A	high mobility group 20A	0	1
79587	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative)	0	1
79792	GSDMD	gasdermin D	0	1
55720	TSR1	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)	0	1
56882	CDC42SE1	CDC42 small effector 1	0	1
26060	APPL1	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1	0	1
65992	DDRGK1	DDRGK domain containing 1	0	1
4702	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	0	1
54982	CLN6	ceroid-lipofuscinosis, neuronal 6, late infantile, variant	0	1
56944	OLFML3	olfactomedin like 3	0	1
28985	MCTS1	malignant T-cell amplified sequence 1	0	1
64847	SPATA20	spermatogenesis associated 20	0	1
64769	MEAF6	MYST/Esa1-associated factor 6	0	1
51773	RSF1	remodeling and spacing factor 1	0	1
51321	AMZ2	archaelysin family metallopeptidase 2	0	1
56997	ADCK3	aarF domain containing kinase 3	1	1
55697	VAC14	Vac14 homolog (S. cerevisiae)	0	1
51015	ISOC1	isochorismatase domain containing 1	1	1
9525	VPS4B	vacuolar protein sorting 4 homolog B (S. cerevisiae)	0	1
79139	DERL1	derlin 1	0	1
80195	TMEM254	transmembrane protein 254	0	1
80212	CCDC92	coiled-coil domain containing 92	1	1
64110	MAGEF1	MAGE family member F1	0	1
57132	CHMP1B	charged multivesicular body protein 1B	0	1
60684	TRAPPC11	trafficking protein particle complex 11	0	1
64787	EPS8L2	EPS8 like 2	0	1
9076	CLDN1	claudin 1	0	1
29965	CDIP1	cell death-inducing p53 target 1	0	1
56995	TULP4	tubby like protein 4	0	1
55156	ARMC1	armadillo repeat containing 1	0	1
57111	RAB25	RAB25, member RAS oncogene family	0	1
65265	C8orf33	chromosome 8 open reading frame 33	0	1
26517	TIMM13	translocase of inner mitochondrial membrane 13 homolog (yeast)	0	1
54187	NANS	N-acetylneuraminate synthase	0	1
29796	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X	0	1
55788	LMBRD1	LMBR1 domain containing 1	0	1
51447	IP6K2	inositol hexakisphosphate kinase 2	0	1
51026	GOLT1B	golgi transport 1B	1	1
25996	REXO2	RNA exonuclease 2	0	1
79624	ARMT1	acidic residue methyltransferase 1	0	1
28962	OSTM1	osteopetrosis associated transmembrane protein 1	0	1
55074	OXR1	oxidation resistance 1	0	1
55760	DHX32	DEAH-box helicase 32 (putative)	0	1
65083	NOL6	nucleolar protein 6	0	1
4708	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2	0	1
65080	MRPL44	mitochondrial ribosomal protein L44	0	1
29880	ALG5	ALG5, dolichyl-phosphate beta-glucosyltransferase	0	1
79443	FYCO1	FYVE and coiled-coil domain containing 1	0	1
2872	MKNK2	MAP kinase interacting serine/threonine kinase 2	0	1
51282	SCAND1	SCAN domain containing 1	1	1
50861	STMN3	stathmin 3	0	1
80148	PQLC1	PQ loop repeat containing 1	0	1
55197	RPRD1A	regulation of nuclear pre-mRNA domain containing 1A	0	1
79672	FN3KRP	fructosamine 3 kinase related protein	0	1
79083	MLPH	melanophilin	0	1
4338	MOCS2	molybdenum cofactor synthesis 2	0	1
746	TMEM258	transmembrane protein 258	0	1
60673	ATG101	autophagy related 101	0	1
7376	NR1H2	nuclear receptor subfamily 1 group H member 2	1	1
51329	ARL6IP4	ADP ribosylation factor like GTPase 6 interacting protein 4	0	1
59342	SCPEP1	serine carboxypeptidase 1	0	1
55198	APPL2	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	0	1
55915	LANCL2	LanC like 2	0	1
60314	C12orf10	chromosome 12 open reading frame 10	0	1
405	ARNT	aryl hydrocarbon receptor nuclear translocator	0	1
51177	PLEKHO1	pleckstrin homology domain containing O1	0	1
9240	PNMA1	paraneoplastic Ma antigen 1	0	1
51295	ECSIT	ECSIT signalling integrator	0	1
4710	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	0	1
10101	NUBP2	nucleotide binding protein 2	0	1
80351	TNKS2	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2	0	1
57645	POGK	pogo transposable element with KRAB domain	0	1
27236	ARFIP1	ADP ribosylation factor interacting protein 1	0	1
55577	NAGK	N-acetylglucosamine kinase	0	1
712	C1QA	complement component 1, q subcomponent, A chain	0	1
51118	UTP11L	UTP11-like, U3 small nucleolar ribonucleoprotein (yeast)	0	1
23683	PRKD3	protein kinase D3	0	1
81539	SLC38A1	solute carrier family 38 member 1	0	1
23560	GTPBP4	GTP binding protein 4	0	1
9950	GOLGA5	golgin A5	0	1
51111	KMT5B	lysine (K)-specific methyltransferase 5B	0	1
80230	RUFY1	RUN and FYVE domain containing 1	0	1
55035	NOL8	nucleolar protein 8	0	1
25987	TSKU	tsukushi, small leucine rich proteoglycan	1	1
79594	MUL1	mitochondrial E3 ubiquitin protein ligase 1	0	1
51320	MEX3C	mex-3 RNA binding family member C	0	1
63901	FAM111A	family with sequence similarity 111 member A	0	1
64429	ZDHHC6	zinc finger, DHHC-type containing 6	1	1
29883	CNOT7	CCR4-NOT transcription complex subunit 7	0	1
58526	MID1IP1	MID1 interacting protein 1	0	1
26586	CKAP2	cytoskeleton associated protein 2	0	1
1939	EIF2D	eukaryotic translation initiation factor 2D	0	1
51128	SAR1B	secretion associated Ras related GTPase 1B	0	1
64319	FBRS	fibrosin	0	1
53371	NUP54	nucleoporin 54kDa	0	1
56886	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1	0	1
51082	POLR1D	polymerase (RNA) I polypeptide D	0	1
57496	MKL2	MKL/myocardin-like 2	0	1
79016	DDA1	DET1 and DDB1 associated 1	0	1
10053	AP1M2	adaptor related protein complex 1 mu 2 subunit	0	1
64777	RMND5B	required for meiotic nuclear division 5 homolog B	0	1
58486	ZBED5	zinc finger, BED-type containing 5	0	1
56647	BCCIP	BRCA2 and CDKN1A interacting protein	0	1
79048	SECISBP2	SECIS binding protein 2	0	1
23413	NCS1	neuronal calcium sensor 1	0	1
51550	CINP	cyclin-dependent kinase 2 interacting protein	0	1
64786	TBC1D15	TBC1 domain family member 15	0	1
29102	DROSHA	drosha ribonuclease III	0	1
79590	MRPL24	mitochondrial ribosomal protein L24	0	1
55486	PARL	presenilin associated, rhomboid-like	0	1
55020	TTC38	tetratricopeptide repeat domain 38	0	1
54704	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1	0	1
55139	ANKZF1	ankyrin repeat and zinc finger domain containing 1	0	1
1468	SLC25A10	solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10	0	1
60485	SAV1	salvador family WW domain containing protein 1	0	1
79665	DHX40	DEAH-box helicase 40	0	1
8337	HIST2H2AA3	histone cluster 2, H2aa3	0	1
51642	MRPL48	mitochondrial ribosomal protein L48	0	1
55741	EDEM2	ER degradation enhancer, mannosidase alpha-like 2	0	1
51188	SS18L2	synovial sarcoma translocation gene on chromosome 18-like 2	0	1
56898	BDH2	3-hydroxybutyrate dehydrogenase, type 2	0	1
9616	RNF7	ring finger protein 7	0	1
26523	AGO1	argonaute 1, RISC catalytic component	0	1
60492	CCDC90B	coiled-coil domain containing 90B	0	1
79876	UBA5	ubiquitin like modifier activating enzyme 5	0	1
55111	PLEKHJ1	pleckstrin homology domain containing J1	1	1
28956	LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	0	1
51422	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2	1	1
80013	FAM188A	family with sequence similarity 188 member A	0	1
80017	C14orf159	chromosome 14 open reading frame 159	0	1
57140	RNPEPL1	arginyl aminopeptidase (aminopeptidase B)-like 1	0	1
51315	KRCC1	lysine-rich coiled-coil 1	0	1
114885	OSBPL11	oxysterol binding protein like 11	0	1
8925	HERC1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	0	1
55316	RSAD1	radical S-adenosyl methionine domain containing 1	0	1
10460	TACC3	transforming acidic coiled-coil containing protein 3	0	1
55450	CAMK2N1	calcium/calmodulin-dependent protein kinase II inhibitor 1	0	1
8491	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3	0	1
65982	ZSCAN18	zinc finger and SCAN domain containing 18	0	1
51809	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7	0	1
55216	C11orf57	chromosome 11 open reading frame 57	0	1
51654	CDK5RAP1	CDK5 regulatory subunit associated protein 1	0	1
26520	TIMM9	translocase of inner mitochondrial membrane 9 homolog (yeast)	1	1
51701	NLK	nemo-like kinase	0	1
57162	PELI1	pellino E3 ubiquitin protein ligase 1	0	1
54539	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	0	1
51657	STYXL1	serine/threonine/tyrosine interacting-like 1	0	1
51703	ACSL5	acyl-CoA synthetase long-chain family member 5	0	1
65244	SPATS2	spermatogenesis associated, serine rich 2	0	1
11083	DIDO1	death inducer-obliterator 1	0	1
55366	LGR4	leucine-rich repeat containing G protein-coupled receptor 4	0	1
9342	SNAP29	synaptosome associated protein 29kDa	0	1
51117	COQ4	coenzyme Q4	0	1
89797	NAV2	neuron navigator 2	0	1
54906	FAM208B	family with sequence similarity 208 member B	0	1
55859	BEX1	brain expressed X-linked 1	0	1
51009	DERL2	derlin 2	0	1
80145	THOC7	THO complex 7	0	1
5202	PFDN2	prefoldin subunit 2	0	1
64760	FAM160B2	family with sequence similarity 160 member B2	0	1
1911	PHC1	polyhomeotic homolog 1	0	1
29093	MRPL22	mitochondrial ribosomal protein L22	0	1
55236	UBA6	ubiquitin like modifier activating enzyme 6	0	1
79717	PPCS	phosphopantothenoylcysteine synthetase	0	1
79956	ERMP1	endoplasmic reticulum metallopeptidase 1	0	1
9330	GTF3C3	general transcription factor IIIC subunit 3	0	1
55758	RCOR3	REST corepressor 3	0	1
55365	TMEM176A	transmembrane protein 176A	0	1
27244	SESN1	sestrin 1	1	1
55253	TYW1	tRNA-yW synthesizing protein 1 homolog	0	1
29066	ZC3H7A	zinc finger CCCH-type containing 7A	0	1
55055	ZWILCH	zwilch kinetochore protein	0	1
51053	GMNN	geminin, DNA replication inhibitor	1	1
54951	COMMD8	COMM domain containing 8	0	1
55213	RCBTB1	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1	0	1
8490	RGS5	regulator of G-protein signaling 5	0	1
51693	TRAPPC2L	trafficking protein particle complex 2-like	0	1
24137	KIF4A	kinesin family member 4A	0	1
26521	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B (yeast)	0	1
79174	CRELD2	cysteine rich with EGF like domains 2	1	1
80023	NRSN2	neurensin 2	0	1
55204	GOLPH3L	golgi phosphoprotein 3 like	0	1
22894	DIS3	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease	0	1
55218	EXD2	exonuclease 3'-5' domain containing 2	0	1
55157	DARS2	aspartyl-tRNA synthetase 2, mitochondrial	0	1
64745	METTL17	methyltransferase like 17	0	1
27005	USP21	ubiquitin specific peptidase 21	0	1
51330	TNFRSF12A	tumor necrosis factor receptor superfamily member 12A	0	1
51013	EXOSC1	exosome component 1	0	0
64766	S100PBP	S100P binding protein	0	1
55269	PSPC1	paraspeckle component 1	0	0
55090	MED9	mediator complex subunit 9	0	1
64400	AKTIP	AKT interacting protein	0	1
57102	C12orf4	chromosome 12 open reading frame 4	0	1
53343	NUDT9	nudix hydrolase 9	1	1
64780	MICAL1	microtubule associated monooxygenase, calponin and LIM domain containing 1	0	1
10069	RWDD2B	RWD domain containing 2B	0	1
79706	PRKRIP1	PRKR interacting protein 1 (IL11 inducible)	0	1
10179	RBM7	RNA binding motif protein 7	0	0
11338	U2AF2	U2 small nuclear RNA auxiliary factor 2	0	1
54930	HAUS4	HAUS augmin like complex subunit 4	0	1
23589	CARHSP1	calcium regulated heat stable protein 1	0	1
10600	USP16	ubiquitin specific peptidase 16	0	1
25796	PGLS	6-phosphogluconolactonase	0	1
51107	APH1A	aph-1 homolog A, gamma secretase subunit	0	1
63877	FAM204A	family with sequence similarity 204 member A	0	0
11267	SNF8	SNF8, ESCRT-II complex subunit	0	1
94081	SFXN1	sideroflexin 1	0	1
55234	SMU1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	0	1
79641	ROGDI	rogdi homolog	0	1
64431	ACTR6	ARP6 actin-related protein 6 homolog (yeast)	0	1
54832	VPS13C	vacuolar protein sorting 13 homolog C (S. cerevisiae)	0	1
55120	FANCL	Fanconi anemia complementation group L	0	1
10884	MRPS30	mitochondrial ribosomal protein S30	0	1
55038	CDCA4	cell division cycle associated 4	1	1
4940	OAS3	2'-5'-oligoadenylate synthetase 3	0	1
23528	ZNF281	zinc finger protein 281	0	1
89781	HPS4	Hermansky-Pudlak syndrome 4	0	1
51499	TRIAP1	TP53 regulated inhibitor of apoptosis 1	0	1
29887	SNX10	sorting nexin 10	0	1
29777	ABT1	activator of basal transcription 1	0	1
29937	NENF	neudesin neurotrophic factor	1	1
26519	TIMM10	translocase of inner mitochondrial membrane 10 homolog (yeast)	0	1
64215	DNAJC1	DnaJ heat shock protein family (Hsp40) member C1	0	1
283871	PGP	phosphoglycolate phosphatase	0	1
51562	MBIP	MAP3K12 binding inhibitory protein 1	0	1
9569	GTF2IRD1	GTF2I repeat domain containing 1	0	1
51193	ZNF639	zinc finger protein 639	0	0
54820	NDE1	nudE neurodevelopment protein 1	0	1
26276	VPS33B	vacuolar protein sorting 33 homolog B (yeast)	0	1
55652	SLC48A1	solute carrier family 48 (heme transporter), member 1	0	1
25959	KANK2	KN motif and ankyrin repeat domains 2	0	1
79089	TMUB2	transmembrane and ubiquitin-like domain containing 2	0	1
80209	PROSER1	proline and serine rich 1	0	1
64781	CERK	ceramide kinase	1	1
64062	RBM26	RNA binding motif protein 26	0	1
51542	VPS54	VPS54 GARP complex subunit	0	1
55240	STEAP3	STEAP3 metalloreductase	0	1
54476	RNF216	ring finger protein 216	0	1
10807	SDCCAG3	serologically defined colon cancer antigen 3	0	1
51455	REV1	REV1, DNA directed polymerase	0	1
55337	C19orf66	chromosome 19 open reading frame 66	0	1
64864	RFX7	regulatory factor X7	0	1
63894	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	0	1
26273	FBXO3	F-box protein 3	0	1
65985	AACS	acetoacetyl-CoA synthetase	0	1
29103	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15	1	1
64374	SIL1	SIL1 nucleotide exchange factor	0	1
54585	LZTFL1	leucine zipper transcription factor like 1	0	1
80306	MED28	mediator complex subunit 28	0	1
51397	COMMD10	COMM domain containing 10	0	1
56922	MCCC1	methylcrotonoyl-CoA carboxylase 1	0	1
26015	RPAP1	RNA polymerase II associated protein 1	0	1
7268	TTC4	tetratricopeptide repeat domain 4	0	1
26528	DAZAP1	DAZ associated protein 1	0	1
79087	ALG12	ALG12, alpha-1,6-mannosyltransferase	0	1
55506	H2AFY2	H2A histone family member Y2	0	1
51030	TVP23B	trans-golgi network vesicle protein 23 homolog B (S. cerevisiae)	0	1
56942	CMC2	C-x(9)-C motif containing 2	0	1
54994	GID8	GID complex subunit 8	0	1
55325	UFSP2	UFM1-specific peptidase 2	0	1
50865	HEBP1	heme binding protein 1	1	1
64866	CDCP1	CUB domain containing protein 1	0	1
50485	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a-like 1	0	1
729515	TMEM242	transmembrane protein 242	0	1
79887	PLBD1	phospholipase B domain containing 1	0	1
9054	NFS1	NFS1 cysteine desulfurase	0	1
65981	CAPRIN2	caprin family member 2	0	1
1788	DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	1	1
64395	GMCL1	germ cell-less, spermatogenesis associated 1	0	1
64222	TOR3A	torsin family 3 member A	0	1
54919	DNAAF5	dynein, axonemal, assembly factor 5	0	1
51184	GPN3	GPN-loop GTPase 3	0	1
80135	RPF1	ribosome production factor 1 homolog	0	1
80198	MUS81	MUS81 structure-specific endonuclease subunit	0	1
55731	FAM222B	family with sequence similarity 222 member B	0	1
55161	TMEM33	transmembrane protein 33	0	1
79735	TBC1D17	TBC1 domain family member 17	0	1
56984	PSMG2	proteasome (prosome, macropain) assembly chaperone 2	0	1
26585	GREM1	gremlin 1, DAN family BMP antagonist	0	1
51067	YARS2	tyrosyl-tRNA synthetase 2	0	1
582	BBS1	Bardet-Biedl syndrome 1	0	0
53918	PELO	pelota homolog (Drosophila)	0	1
79709	COLGALT1	collagen beta(1-O)galactosyltransferase 1	0	1
54442	KCTD5	potassium channel tetramerization domain containing 5	1	1
27037	TRMT2A	tRNA methyltransferase 2 homolog A	0	1
10585	POMT1	protein-O-mannosyltransferase 1	0	1
28978	TMEM14A	transmembrane protein 14A	0	1
55596	ZCCHC8	zinc finger, CCHC domain containing 8	0	1
64328	XPO4	exportin 4	0	1
60509	AGBL5	ATP/GTP binding protein-like 5	0	1
56915	EXOSC5	exosome component 5	0	1
56943	ENY2	enhancer of yellow 2 homolog (Drosophila)	0	1
56912	IFT46	intraflagellar transport 46	0	1
56901	NDUFA4L2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2	0	1
55343	SLC35C1	solute carrier family 35 (GDP-fucose transporter), member C1	0	1
8462	KLF11	Kruppel-like factor 11	0	1
210	ALAD	aminolevulinate dehydratase	0	1
8891	EIF2B3	eukaryotic translation initiation factor 2B subunit gamma	0	1
55900	ZNF302	zinc finger protein 302	0	1
29087	THYN1	thymocyte nuclear protein 1	0	1
80764	THAP7	THAP domain containing 7	0	1
79622	SNRNP25	small nuclear ribonucleoprotein, U11/U12 25kDa subunit	0	1
56731	SLC2A4RG	SLC2A4 regulator	0	1
8409	UXT	ubiquitously expressed prefoldin like chaperone	0	1
246243	RNASEH1	ribonuclease H1	0	1
30001	ERO1A	endoplasmic reticulum oxidoreductase alpha	1	1
51765	STK26	serine/threonine protein kinase 26	0	1
51337	THEM6	thioesterase superfamily member 6	0	1
50650	ARHGEF3	Rho guanine nucleotide exchange factor 3	0	1
7227	TRPS1	trichorhinophalangeal syndrome I	0	1
54914	FOCAD	focadhesin	0	1
79726	WDR59	WD repeat domain 59	0	1
84656	GLYR1	glyoxylate reductase 1 homolog (Arabidopsis)	0	1
29923	HILPDA	hypoxia inducible lipid droplet-associated	0	1
55802	DCP1A	decapping mRNA 1A	0	1
54463	FAM134B	family with sequence similarity 134 member B	0	1
55163	PNPO	pyridoxamine 5'-phosphate oxidase	0	1
55759	WDR12	WD repeat domain 12	0	1
55319	TMA16	translation machinery associated 16 homolog	0	1
55181	SMG8	SMG8 nonsense mediated mRNA decay factor	0	1
94104	PAXBP1	PAX3 and PAX7 binding protein 1	0	1
54928	IMPAD1	inositol monophosphatase domain containing 1	0	1
79960	JADE1	jade family PHD finger 1	0	1
51306	FAM13B	family with sequence similarity 13 member B	0	1
55032	SLC35A5	solute carrier family 35 member A5	0	1
29110	TBK1	TANK-binding kinase 1	0	1
55284	UBE2W	ubiquitin conjugating enzyme E2W (putative)	0	1
55201	MAP1S	microtubule associated protein 1S	0	1
64077	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	0	1
1877	E4F1	E4F transcription factor 1	0	1
54840	APTX	aprataxin	0	1
152006	RNF38	ring finger protein 38	0	1
51293	CD320	CD320 molecule	1	1
29109	FHOD1	formin homology 2 domain containing 1	0	1
80194	TMEM134	transmembrane protein 134	0	1
54963	UCKL1	uridine-cytidine kinase 1-like 1	0	1
55109	AGGF1	angiogenic factor with G-patch and FHA domains 1	0	1
55781	RIOK2	RIO kinase 2	0	1
57380	MRS2	MRS2, magnesium transporter	0	1
55030	FBXO34	F-box protein 34	0	1
56892	C8orf4	chromosome 8 open reading frame 4	0	1
55165	CEP55	centrosomal protein 55kDa	0	1
64761	PARP12	poly(ADP-ribose) polymerase family member 12	0	1
10171	RCL1	RNA terminal phosphate cyclase-like 1	0	1
55297	CCDC91	coiled-coil domain containing 91	0	1
79762	C1orf115	chromosome 1 open reading frame 115	0	1
79947	DHDDS	dehydrodolichyl diphosphate synthase subunit	1	1
51368	TEX264	testis expressed 264	0	1
51115	RMDN1	regulator of microtubule dynamics 1	0	1
55222	LRRC20	leucine rich repeat containing 20	0	1
60672	MIIP	migration and invasion inhibitory protein	0	1
55268	ECHDC2	enoyl-CoA hydratase domain containing 2	0	1
79047	KCTD15	potassium channel tetramerization domain containing 15	0	1
55870	ASH1L	ash1 (absent, small, or homeotic)-like (Drosophila)	0	1
29882	ANAPC2	anaphase promoting complex subunit 2	0	1
29095	ORMDL2	ORMDL sphingolipid biosynthesis regulator 2	0	1
56954	NIT2	nitrilase family member 2	0	1
54148	MRPL39	mitochondrial ribosomal protein L39	0	1
9935	MAFB	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog B	0	1
65094	JMJD4	jumonji domain containing 4	0	1
57128	LYRM4	LYR motif containing 4	0	1
55219	TMEM57	transmembrane protein 57	0	1
4696	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	0	1
55159	RFWD3	ring finger and WD repeat domain 3	0	1
51490	C9orf114	chromosome 9 open reading frame 114	0	1
26973	CHORDC1	cysteine and histidine rich domain containing 1	0	1
10072	DPP3	dipeptidyl-peptidase 3	0	1
55709	KBTBD4	kelch repeat and BTB (POZ) domain containing 4	0	1
29082	CHMP4A	charged multivesicular body protein 4A	1	1
28986	MAGEH1	MAGE family member H1	0	1
29995	LMCD1	LIM and cysteine rich domains 1	0	1
64682	ANAPC1	anaphase promoting complex subunit 1	0	1
11266	DUSP12	dual specificity phosphatase 12	0	1
55631	LRRC40	leucine rich repeat containing 40	0	1
79577	CDC73	cell division cycle 73	0	1
60625	DHX35	DEAH-box helicase 35	0	1
54998	AURKAIP1	aurora kinase A interacting protein 1	0	1
63874	ABHD4	abhydrolase domain containing 4	1	1
54708	MARCH5	membrane associated ring-CH-type finger 5	0	1
54165	DCUN1D1	defective in cullin neddylation 1 domain containing 1	0	1
79600	TCTN1	tectonic family member 1	1	1
51514	DTL	denticleless E3 ubiquitin protein ligase homolog	0	1
55257	MRGBP	MRG/MORF4L binding protein	0	1
56983	POGLUT1	protein O-glucosyltransferase 1	0	1
10827	FAM114A2	family with sequence similarity 114 member A2	0	1
10161	LPAR6	lysophosphatidic acid receptor 6	0	1
56652	C10orf2	chromosome 10 open reading frame 2	0	1
79954	NOL10	nucleolar protein 10	0	0
27440	CECR5	cat eye syndrome chromosome region, candidate 5	0	1
55131	RBM28	RNA binding motif protein 28	0	1
55127	HEATR1	HEAT repeat containing 1	1	1
54662	TBC1D13	TBC1 domain family member 13	0	1
55847	CISD1	CDGSH iron sulfur domain 1	1	1
60561	RINT1	RAD50 interactor 1	0	1
9985	REC8	REC8 meiotic recombination protein	0	1
80774	LIMD2	LIM domain containing 2	0	1
55665	URGCP	upregulator of cell proliferation	0	1
54801	HAUS6	HAUS augmin like complex subunit 6	0	1
51696	HECA	hdc homolog, cell cycle regulator	0	1
23592	LEMD3	LEM domain containing 3	0	1
64216	TFB2M	transcription factor B2, mitochondrial	0	1
55625	ZDHHC7	zinc finger, DHHC-type containing 7	0	1
55153	SDAD1	SDA1 domain containing 1	0	1
23400	ATP13A2	ATPase type 13A2	0	1
318	NUDT2	nudix hydrolase 2	0	1
55313	CPPED1	calcineurin-like phosphoesterase domain containing 1	0	1
51278	IER5	immediate early response 5	0	1
10078	TSSC4	tumor suppressing subtransferable candidate 4	0	1
23362	PSD3	pleckstrin and Sec7 domain containing 3	0	1
55196	KIAA1551	KIAA1551	0	1
55254	TMEM39A	transmembrane protein 39A	0	1
57117	INTS12	integrator complex subunit 12	0	1
54802	TRIT1	tRNA isopentenyltransferase 1	0	1
64778	FNDC3B	fibronectin type III domain containing 3B	0	1
6839	SUV39H1	suppressor of variegation 3-9 homolog 1	1	1
